Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    AUS,     .,    .,     ., 1975, 1975, 15,     1,   ACY,       1,0.00002,0.00000,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 16,     1,   ACY,       1,0.00025,0.00002,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 17,     1,   ACY,       1,0.00168,0.00027,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 18,     1,   ACY,       1,0.00804,0.00195,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 19,     1,   ACY,       1,0.02059,0.00999,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 20,     1,   ACY,       1,0.03582,0.03058,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 21,     1,   ACY,       1,0.05280,0.06640,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 22,     1,   ACY,       1,0.07573,0.11920,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 23,     1,   ACY,       1,0.10279,0.19493,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 24,     1,   ACY,       1,0.12275,0.29772,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 25,     1,   ACY,       1,0.14550,0.42047,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 26,     1,   ACY,       1,0.15715,0.56597,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 27,     1,   ACY,       1,0.16520,0.72312,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 28,     1,   ACY,       1,0.16973,0.88832,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 29,     1,   ACY,       1,0.15094,1.05805,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 30,     1,   ACY,       1,0.14418,1.20899,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 31,     1,   ACY,       1,0.12751,1.35317,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 32,     1,   ACY,       1,0.11014,1.48068,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 33,     1,   ACY,       1,0.09730,1.59082,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 34,     1,   ACY,       1,0.08331,1.68812,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 35,     1,   ACY,       1,0.07497,1.77143,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 36,     1,   ACY,       1,0.06049,1.84640,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 37,     1,   ACY,       1,0.05086,1.90689,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 38,     1,   ACY,       1,0.04338,1.95775,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 39,     1,   ACY,       1,0.03610,2.00113,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 40,     1,   ACY,       1,0.03026,2.03723,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 41,     1,   ACY,       1,0.02401,2.06749,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 42,     1,   ACY,       1,0.02064,2.09150,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 43,     1,   ACY,       1,0.01610,2.11214,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 44,     1,   ACY,       1,0.01381,2.12824,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 45,     1,   ACY,       1,0.01140,2.14205,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 46,     1,   ACY,       1,0.00832,2.15345,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 47,     1,   ACY,       1,0.00676,2.16177,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 48,     1,   ACY,       1,0.00556,2.16853,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 49,     1,   ACY,       1,0.00428,2.17409,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 50,     1,   ACY,       1,0.00328,2.17837,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 51,     1,   ACY,       1,0.00191,2.18165,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 52,     1,   ACY,       1,0.00216,2.18356,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 53,     1,   ACY,       1,0.00145,2.18572,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 54,     1,   ACY,       1,0.00126,2.18717,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 55,     1,   ACY,       1,0.00090,2.18843,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 56,     1,   ACY,       1,0.00068,2.18933,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 57,     1,   ACY,       1,0.00089,2.19001,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 58,     1,   ACY,       1,0.00072,2.19090,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1975, 1975, 59,    99,   ACY,       1,0.00235,2.19162,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 15,     1,   ACY,       1,0.00003,0.00000,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 16,     1,   ACY,       1,0.00029,0.00003,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 17,     1,   ACY,       1,0.00221,0.00032,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 18,     1,   ACY,       1,0.00815,0.00253,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 19,     1,   ACY,       1,0.01971,0.01068,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 20,     1,   ACY,       1,0.03254,0.03039,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 21,     1,   ACY,       1,0.05076,0.06293,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 22,     1,   ACY,       1,0.07070,0.11369,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 23,     1,   ACY,       1,0.09529,0.18439,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 24,     1,   ACY,       1,0.11749,0.27968,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 25,     1,   ACY,       1,0.13889,0.39717,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 26,     1,   ACY,       1,0.15284,0.53606,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 27,     1,   ACY,       1,0.15775,0.68890,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 28,     1,   ACY,       1,0.15765,0.84665,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 29,     1,   ACY,       1,0.15699,1.00430,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 30,     1,   ACY,       1,0.13750,1.16129,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 31,     1,   ACY,       1,0.12613,1.29879,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 32,     1,   ACY,       1,0.10891,1.42492,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 33,     1,   ACY,       1,0.09186,1.53383,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 34,     1,   ACY,       1,0.07979,1.62569,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 35,     1,   ACY,       1,0.06959,1.70548,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 36,     1,   ACY,       1,0.05869,1.77507,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 37,     1,   ACY,       1,0.04754,1.83376,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 38,     1,   ACY,       1,0.04168,1.88130,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 39,     1,   ACY,       1,0.03428,1.92298,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 40,     1,   ACY,       1,0.02830,1.95726,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 41,     1,   ACY,       1,0.02085,1.98556,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 42,     1,   ACY,       1,0.01974,2.00641,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 43,     1,   ACY,       1,0.01526,2.02615,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 44,     1,   ACY,       1,0.01180,2.04141,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 45,     1,   ACY,       1,0.01057,2.05321,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 46,     1,   ACY,       1,0.00853,2.06378,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 47,     1,   ACY,       1,0.00622,2.07231,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 48,     1,   ACY,       1,0.00551,2.07853,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 49,     1,   ACY,       1,0.00425,2.08404,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 50,     1,   ACY,       1,0.00314,2.08829,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 51,     1,   ACY,       1,0.00226,2.09143,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 52,     1,   ACY,       1,0.00224,2.09369,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 53,     1,   ACY,       1,0.00153,2.09593,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 54,     1,   ACY,       1,0.00145,2.09746,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 55,     1,   ACY,       1,0.00106,2.09891,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 56,     1,   ACY,       1,0.00081,2.09997,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 57,     1,   ACY,       1,0.00064,2.10078,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 58,     1,   ACY,       1,0.00058,2.10142,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1976, 1976, 59,    99,   ACY,       1,0.00245,2.10200,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 15,     1,   ACY,       1,0.00004,0.00000,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 16,     1,   ACY,       1,0.00042,0.00004,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 17,     1,   ACY,       1,0.00196,0.00046,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 18,     1,   ACY,       1,0.00720,0.00242,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 19,     1,   ACY,       1,0.01685,0.00962,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 20,     1,   ACY,       1,0.02957,0.02647,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 21,     1,   ACY,       1,0.04637,0.05604,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 22,     1,   ACY,       1,0.06532,0.10241,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 23,     1,   ACY,       1,0.08661,0.16773,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 24,     1,   ACY,       1,0.10991,0.25434,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 25,     1,   ACY,       1,0.13114,0.36425,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 26,     1,   ACY,       1,0.14600,0.49539,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 27,     1,   ACY,       1,0.15543,0.64139,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 28,     1,   ACY,       1,0.15615,0.79682,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 29,     1,   ACY,       1,0.15055,0.95297,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 30,     1,   ACY,       1,0.14558,1.10352,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 31,     1,   ACY,       1,0.11932,1.24910,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 32,     1,   ACY,       1,0.11143,1.36842,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 33,     1,   ACY,       1,0.09719,1.47985,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 34,     1,   ACY,       1,0.07883,1.57704,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 35,     1,   ACY,       1,0.06841,1.65587,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 36,     1,   ACY,       1,0.05952,1.72428,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 37,     1,   ACY,       1,0.05061,1.78380,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 38,     1,   ACY,       1,0.04131,1.83441,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 39,     1,   ACY,       1,0.03376,1.87572,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 40,     1,   ACY,       1,0.02780,1.90948,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 41,     1,   ACY,       1,0.02148,1.93728,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 42,     1,   ACY,       1,0.01990,1.95876,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 43,     1,   ACY,       1,0.01607,1.97866,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 44,     1,   ACY,       1,0.01202,1.99473,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 45,     1,   ACY,       1,0.00972,2.00675,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 46,     1,   ACY,       1,0.00797,2.01647,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 47,     1,   ACY,       1,0.00656,2.02444,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 48,     1,   ACY,       1,0.00489,2.03100,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 49,     1,   ACY,       1,0.00395,2.03589,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 50,     1,   ACY,       1,0.00325,2.03984,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 51,     1,   ACY,       1,0.00237,2.04309,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 52,     1,   ACY,       1,0.00211,2.04546,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 53,     1,   ACY,       1,0.00179,2.04757,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 54,     1,   ACY,       1,0.00126,2.04936,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 55,     1,   ACY,       1,0.00108,2.05062,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 56,     1,   ACY,       1,0.00092,2.05170,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 57,     1,   ACY,       1,0.00062,2.05262,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 58,     1,   ACY,       1,0.00045,2.05324,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1977, 1977, 59,    99,   ACY,       1,0.00245,2.05369,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 15,     1,   ACY,       1,0.00005,0.00000,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 16,     1,   ACY,       1,0.00032,0.00005,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 17,     1,   ACY,       1,0.00165,0.00037,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 18,     1,   ACY,       1,0.00615,0.00202,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 19,     1,   ACY,       1,0.01519,0.00817,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 20,     1,   ACY,       1,0.02704,0.02336,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 21,     1,   ACY,       1,0.04277,0.05040,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 22,     1,   ACY,       1,0.06036,0.09317,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 23,     1,   ACY,       1,0.08166,0.15353,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 24,     1,   ACY,       1,0.10310,0.23519,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 25,     1,   ACY,       1,0.12385,0.33829,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 26,     1,   ACY,       1,0.14060,0.46214,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 27,     1,   ACY,       1,0.15021,0.60274,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 28,     1,   ACY,       1,0.15295,0.75295,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 29,     1,   ACY,       1,0.14929,0.90590,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 30,     1,   ACY,       1,0.14048,1.05519,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 31,     1,   ACY,       1,0.12787,1.19567,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 32,     1,   ACY,       1,0.10599,1.32354,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 33,     1,   ACY,       1,0.09504,1.42953,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 34,     1,   ACY,       1,0.08248,1.52457,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 35,     1,   ACY,       1,0.06709,1.60705,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 36,     1,   ACY,       1,0.05798,1.67414,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 37,     1,   ACY,       1,0.04817,1.73212,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 38,     1,   ACY,       1,0.04262,1.78029,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 39,     1,   ACY,       1,0.03469,1.82291,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 40,     1,   ACY,       1,0.02696,1.85760,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 41,     1,   ACY,       1,0.02012,1.88456,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 42,     1,   ACY,       1,0.01882,1.90468,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 43,     1,   ACY,       1,0.01570,1.92350,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 44,     1,   ACY,       1,0.01174,1.93920,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 45,     1,   ACY,       1,0.00997,1.95094,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 46,     1,   ACY,       1,0.00747,1.96091,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 47,     1,   ACY,       1,0.00611,1.96838,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 48,     1,   ACY,       1,0.00481,1.97449,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 49,     1,   ACY,       1,0.00398,1.97930,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 50,     1,   ACY,       1,0.00341,1.98328,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 51,     1,   ACY,       1,0.00205,1.98669,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 52,     1,   ACY,       1,0.00213,1.98874,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 53,     1,   ACY,       1,0.00132,1.99087,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 54,     1,   ACY,       1,0.00141,1.99219,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 55,     1,   ACY,       1,0.00090,1.99360,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 56,     1,   ACY,       1,0.00095,1.99450,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 57,     1,   ACY,       1,0.00079,1.99545,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 58,     1,   ACY,       1,0.00065,1.99624,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1978, 1978, 59,    99,   ACY,       1,0.00265,1.99689,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 15,     1,   ACY,       1,0.00007,0.00000,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 16,     1,   ACY,       1,0.00043,0.00007,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 17,     1,   ACY,       1,0.00205,0.00050,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 18,     1,   ACY,       1,0.00673,0.00255,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 19,     1,   ACY,       1,0.01505,0.00928,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 20,     1,   ACY,       1,0.02530,0.02433,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 21,     1,   ACY,       1,0.03970,0.04963,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 22,     1,   ACY,       1,0.05719,0.08933,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 23,     1,   ACY,       1,0.07704,0.14652,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 24,     1,   ACY,       1,0.09765,0.22356,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 25,     1,   ACY,       1,0.11625,0.32121,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 26,     1,   ACY,       1,0.13352,0.43746,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 27,     1,   ACY,       1,0.14224,0.57098,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 28,     1,   ACY,       1,0.14851,0.71322,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 29,     1,   ACY,       1,0.14712,0.86173,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 30,     1,   ACY,       1,0.13857,1.00885,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 31,     1,   ACY,       1,0.12322,1.14742,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 32,     1,   ACY,       1,0.11401,1.27064,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 33,     1,   ACY,       1,0.09309,1.38465,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 34,     1,   ACY,       1,0.08263,1.47774,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 35,     1,   ACY,       1,0.06921,1.56037,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 36,     1,   ACY,       1,0.05620,1.62958,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 37,     1,   ACY,       1,0.04794,1.68578,        RE,  estimate,    AUS_13,   .,    0
    AUS,     .,    .,     ., 1979, 1979, 38,     1,   ACY,       1,0.04009,1.73372,        RE,  estimate,    AUS_13,   .,    0
